url,format,image,start_date,end_date,tz,title,Length
https://d2hxwnssq7ss7g.cloudfront.net/cmzbWnPI5Jgs_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/cmzbWnPI5Jgs_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:13:31,EDT,Near Capitol,271238
https://d2hxwnssq7ss7g.cloudfront.net/kjSn8xgvMajH_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/kjSn8xgvMajH_cvt_00001.jpg,2021-01-06 14:09:00,2021-01-06 14:10:12,EDT,Near Capitol,72867
https://d2hxwnssq7ss7g.cloudfront.net/Dg4C2BcNChXn_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Dg4C2BcNChXn_cvt_00001.jpg,2021-01-06 14:10:00,2021-01-06 14:10:46,EDT,Near Capitol,46100
https://d2hxwnssq7ss7g.cloudfront.net/JhXxhl6veRlW_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/JhXxhl6veRlW_cvt_00001.jpg,2021-01-06 14:10:00,2021-01-06 14:10:55,EDT,Near Capitol,55456
https://d2hxwnssq7ss7g.cloudfront.net/vE3DfkjGR4S3_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/vE3DfkjGR4S3_cvt_00001.jpg,2021-01-06 14:10:00,2021-01-06 14:10:20,EDT,Near Capitol,20134
https://d2hxwnssq7ss7g.cloudfront.net/Hhbv22uc4cZT_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/Hhbv22uc4cZT_cvt_00001.jpg,2021-01-06 14:10:00,2021-01-06 14:11:38,EDT,Near Capitol,98250
https://d2hxwnssq7ss7g.cloudfront.net/gDUGUplC0cfv_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/gDUGUplC0cfv_cvt_00001.jpg,2021-01-06 14:11:00,2021-01-06 14:11:33,EDT,Near Capitol,33401
https://d2hxwnssq7ss7g.cloudfront.net/4z3SiPE3gdYo_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/4z3SiPE3gdYo_cvt_00001.jpg,2021-01-06 14:11:00,2021-01-06 14:12:03,EDT,Near Capitol,63767
https://d2hxwnssq7ss7g.cloudfront.net/pLfYimJ25ZbI_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/pLfYimJ25ZbI_cvt_00001.jpg,2021-01-06 14:11:00,2021-01-06 14:11:11,EDT,Near Capitol,11007
https://d2hxwnssq7ss7g.cloudfront.net/ayhN8jk35w5F_cvt.mp4,mp4,https://propublica-data-neparlepas-transcoded.s3.amazonaws.com/ayhN8jk35w5F_cvt_00001.jpg,2021-01-06 14:12:00,2021-01-06 14:12:22,EDT,Around D.C.,22022
